,Model_ID,Name
1080,NMLCL001418,Izhikevich Integrator
1081,NMLCL001419,Izhikevich Variable Threshold
1082,NMLCL001420,Izhikevich Inhibition Induced Spiking (IIS)
1083,NMLCL001421,Izhikevich Inhibition Induced Bursting (IIB)
1084,NMLCL001422,Izhikevich Spike Latency
1085,NMLCL001423,Izhikevich Tonic Bursting
1086,NMLCL001424,Izhikevich Rebound Bursting
1087,NMLCL001425,Izhikevich Subthreshold Oscillating
1088,NMLCL001426,Hodgkin-Huxley Single Compartment
1089,NMLCL001428,Primary visual area layer 2/3 spiny 486175203
1090,NMLCL001430,Primary visual area layer 6a spiny 466632464
1091,NMLCL001431,Primary visual area layer 4 spiny 478586295
1092,NMLCL001432,Primary visual area layer 4 aspiny 485184849
1093,NMLCL001433,Primary visual area layer 4 spiny 469798159
1094,NMLCL001434,Primary visual area layer 4 spiny 476451456
1095,NMLCL001435,Primary visual area layer 4 spiny 479179020
1096,NMLCL001437,Primary visual area layer 5 aspiny 330080937
1097,NMLCL001438,Lateral visual area layer 4 aspiny 313862167
1098,NMLCL001439,posteromedial visual area layer 4 spiny 485912047
1099,NMLCL001440,Primary visual area layer 2/3 aspiny 469753383
1100,NMLCL001441,Primary visual area layer 5 spiny 471758398
1101,NMLCL001442,Primary visual area layer 5 aspiny 466664172
1102,NMLCL001443,Primary visual area layer 4 spiny 370351753
1103,NMLCL001444,Primary visual area layer 4 spiny 476087653
1104,NMLCL001445,Primary visual area layer 2/3 aspiny 333604946
1105,NMLCL001447,Primary visual area layer 5 aspiny 478110866
1106,NMLCL001448,Primary visual area layer 5 aspiny 478396248
1107,NMLCL001449,Primary visual area layer 5 spiny 480116737
1108,NMLCL001450,Lateral visual area layer 4 spiny 478499902
1109,NMLCL001451,Primary visual area layer 5 aspiny 464212183
1110,NMLCL001452,Primary visual area layer 2/3 aspiny 478107198
1111,NMLCL001453,Primary visual area layer 5 spiny 314831019
1112,NMLCL001454,Primary visual area layer 4 spiny 313862022
1113,NMLCL001455,Postrhinal area layer 5 aspiny 464198958
1114,NMLCL001456,Primary visual area layer 5 aspiny 475517090
1115,NMLCL001457,Primary visual area layer 6a spiny 471789504
1116,NMLCL001458,Primary visual area layer 5 spiny 314822529
1117,NMLCL001459,Primary visual area layer 5 aspiny 313861608
1118,NMLCL001460,Primary visual area layer 4 spiny 476054887
1119,NMLCL001461,posteromedial visual area layer 5 spiny 479770916
1120,NMLCL001462,Primary visual area layer 4 spiny 386049446
1121,NMLCL001463,Primary visual area layer 4 spiny 486146717
1122,NMLCL001464,Primary visual area layer 5 aspiny 396968721
1123,NMLCL001466,Primary visual area layer 5 spiny 483061182
1124,NMLCL001467,Primary visual area layer 5 spiny 484559000
1125,NMLCL001468,Primary visual area layer 5 spiny 485909730
1126,NMLCL001469,Primary visual area layer 4 spiny 318733871
1127,NMLCL001470,Primary visual area layer 6a spiny 325941643
1128,NMLCL001472,Primary visual area layer 4 spiny 324032509
1129,NMLCL001474,Postrhinal area layer 5 aspiny 464198958
1130,NMLCL001475,Primary visual area layer 5 spiny 485880739
1131,NMLCL001476,Primary visual area layer 5 aspiny 469801569
1132,NMLCL001477,Primary visual area layer 4 spiny 483020137
1133,NMLCL001478,Primary visual area layer 4 spiny 314642645
1134,NMLCL001479,Primary visual area layer 4 spiny 395830185
1135,NMLCL001481,Primary visual area layer 4 spiny 348592897
1136,NMLCL001482,Primary visual area layer 6a aspiny 488504814
1137,NMLCL001483,Primary visual area layer 5 aspiny 323475862
1138,NMLCL001484,Anterolateral visual area layer 4 aspiny 321923685
1139,NMLCL001485,Primary visual area layer 4 spiny 470098860
1140,NMLCL001488,Primary visual area layer 4 spiny 324025371
1141,NMLCL001489,Primary visual area layer 2/3 sparsely spiny 324266189
1142,NMLCL001491,Postrhinal area layer 5 aspiny 323834998
1143,NMLCL001492,Primary visual area layer 5 spiny 475744706
1144,NMLCL001493,Primary visual area layer 2/3 aspiny 464188580
1145,NMLCL001494,Primary visual area layer 5 aspiny 484742372
1146,NMLCL001495,Primary visual area layer 5 spiny 478888052
1147,NMLCL001496,Primary visual area layer 4 spiny 487601493
1148,NMLCL001497,Primary visual area layer 5 spiny 354190013
1149,NMLCL001498,Primary visual area layer 6a spiny 471786879
1150,NMLCL001499,Primary visual area layer 2/3 aspiny 327962063
1151,NMLCL001500,posteromedial visual area layer 4 spiny 321906005
1152,NMLCL001501,Primary visual area layer 5 spiny 485574832
1153,NMLCL001502,Primary visual area layer 4 spiny 320207387
1154,NMLCL001503,Primary visual area layer 6a aspiny 313862306
1155,NMLCL001504,Primary visual area layer 4 spiny 479704527
1156,NMLCL001505,Postrhinal area layer 5 aspiny 464198958
1157,NMLCL001506,Primary visual area layer 6a spiny 471819401
1158,NMLCL001507,Primary visual area layer 4 spiny 476457450
1159,NMLCL001508,Primary visual area layer 4 spiny 479728896
1160,NMLCL001509,Primary visual area layer 5 aspiny 318556138
1161,NMLCL001510,Primary visual area layer 5 spiny 487664663
1162,NMLCL001512,Postrhinal area layer 5 aspiny 323834998
1163,NMLCL001513,Primary visual area layer 2/3 aspiny 324493977
1164,NMLCL001514,Primary visual area layer 4 spiny 314900022
1165,NMLCL001515,Primary visual area layer 4 aspiny 318331342
1166,NMLCL001516,Primary visual area layer 6a spiny 471410185
1167,NMLCL001517,Primary visual area layer 5 aspiny 321023397
1168,NMLCL001519,Primary visual area layer 5 spiny 486111903
1169,NMLCL001521,Primary visual area layer 4 spiny 422738880
1170,NMLCL001522,Primary visual area layer 2/3 spiny 480124551
1171,NMLCL001524,Primary visual area layer 5 sparsely spiny 324466858
1172,NMLCL001525,Primary visual area layer 5 spiny 314804042
1173,NMLCL001526,Primary visual area layer 4 spiny 397351623
1174,NMLCL001527,Primary visual area layer 4 spiny 476616076
1175,NMLCL001530,Primary visual area layer 5 spiny 468120757
1176,NMLCL001531,Primary visual area layer 6a aspiny 466245544
1177,NMLCL001532,Primary visual area layer 4 aspiny 474626527
1178,NMLCL001533,Primary visual area layer 4 spiny 320668879
1179,NMLCL001534,Primary visual area layer 4 aspiny 471077468
1180,NMLCL001535,Primary visual area layer 2/3 spiny 318808427
1181,NMLCL001537,Primary visual area layer 2/3 aspiny 473540161
1182,NMLCL001538,Primary visual area layer 5 aspiny 467782778
1183,NMLCL001539,Primary visual area layer 4 aspiny 486783119
1184,NMLCL001540,Primary visual area layer 5 aspiny 328031983
1185,NMLCL001541,Primary visual area layer 2/3 spiny 382982932
1186,NMLCL001542,Primary visual area layer 5 spiny 471767045
1187,NMLCL001544,FitzHugh Nagumo Relaxation Oscillator
1188,NMLCL001548,Muscle Cell
1189,NMLCL001564,Stomatogastric Ganglion (STG) AB/PD cell (3)
1190,NMLCL001565,Stomatogastric Ganglion (STG) AB/PD cell (1)
1191,NMLCL001566,Stomatogastric Ganglion (STG) PY cell (3)
1192,NMLCL001567,Stomatogastric Ganglion (STG) PY cell (6)
1193,NMLCL001569,Stomatogastric Ganglion (STG) AB/PD cell (2)
1194,NMLCL001570,Stomatogastric Ganglion (STG) LP cell (2)
1195,NMLCL001573,Stomatogastric Ganglion (STG) PY cell (4)
1196,NMLCL001575,Stomatogastric Ganglion (STG) LP cell (3)
1197,NMLCL001579,Stomatogastric Ganglion (STG) AB/PD cell (5)
1198,NMLCL001580,Stomatogastric Ganglion (STG) PY cell (5)
1199,NMLCL001581,Stomatogastric Ganglion (STG) LP cell (4)
1200,NMLCL001582,Stomatogastric Ganglion (STG) LP cell (1)
1201,NMLCL001584,Stomatogastric Ganglion (STG) LP cell (5)
1202,NMLCL001585,Stomatogastric Ganglion (STG) PY cell (2)
1203,NMLCL001587,Stomatogastric Ganglion (STG) AB/PD cell (4)
1204,NMLCL001588,Stomatogastric Ganglion (STG) PY cell (1)
1205,NMLCL001594,Visual Cortex Layer 2/3 Pyramidal Cell
1206,NMLCL001604,Cerebellar Golgi Cell
1207,NMLCL001617,Hippocampus CA1 CCK+ Basket
1208,NMLCL001620,Hippocampus CA1 Pyramidal
1209,NMLCL001621,Hippocampus CA1 PV+ Basket
1210,NMLCL001624,Hippocampus CA1 Bistratified
1211,NMLCL001630,Hippocampus CA1 Schaffer Collateral-Associated (SCA)
1212,NMLCL001631,Hippocampus CA1 Axo-axonic
1213,NMLCL001633,Hippocampus CA1 Ivy 
1214,NMLCL001640,Hippocampus CA1 O-LM
1215,NMLCL001642,Hippocampus CA1 Neurogliaform (NGF)
1216,NMLCL001644,Hippocampus CA1 Fast-Firing Parvalbumin-positive
1217,NMLCL001650,CT
1218,NMLCL001657,SOM
1219,NMLCL001660,PT
1220,NMLCL001663,IT
1221,NMLCL001664,PV
